,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
64,310,"text1: primo like da @DCostaFaCose , i'm so so happy!😅🥰

text2: I'm glad that us men have figured out shorter shorts are better shit is primo comfy and just looks better

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,b,a,a,a
65,112,"text1: jinyoung carrying his laundry in a plastic bag to a coin laundry when the man could 10000000% afford hotel laundry service is honestly just another positive data point for my theory that he got those massive thick-strapped dust masks on bulk sale at like lotte mart

text2: me and. lotte r getting leggings 4 school help

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,a,b,a,b
66,317,"text1: This primo bubbler thing was not worth the trouble if everything was good I wouldn't be feeling the way I am now of course I lost all my coupons for this crap @primowater @Walmart I understand why people do the things they do..I get it. #DONE #chainreactions

text2: Lmao I can hear nephi talking to his primo in the other room about having kids??. “Yeah bro when I have a son I know he's gonna play badass in soccer” I didn't get the memo but I guess we're having a son guys?? Lol.

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,a,a,b,b,b,a,b
67,195,"text1: This episode is like the lotte episode 😂 jimin whining and yoongi teasing

text2: i can't believe i fucking fall asleep during the lotte concert

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,a,a,a,a
68,363,"text1: The Lighthouse is some primo lunacy, what a feverish fucking nightmare. Sublime work from Pattinson and Dafoe, like goddamn.

text2: Now I know where I should burn my primo

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,a
69,378,"text1: and it's hardwood so I can just sweep and wipe up any pee that ends up on the floor and aaahhhhhh god this is the best setup. they get primo floor time in here

text2: late night deep convo w primo nanaman 🥺❤️

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,b
70,309,"text1: Great couple primo and Mortis ❤

text2: Going to do some rolls in Genshin before I have to head out this morning, going to still save the bulk of my primo though cause Zhongli is still my most wanted man~

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,a
71,199,"text1: A recount of me watching awae s3 ep 10: #renewannewithane

text2: I keep hearing that Trump was denied a peaceful transfer of power. I missed the news stories when they had to drag Obama out of the WH? I missed the +35 law suits Clinton filed with states she lost demanding a recount? I missed Clinton refusing to concede for weeks? Helluva nap.

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,a
72,373,"text1: Lemme borrow that Disney+ account primo @Tylerxjoness 👀👀👀

text2: primo black friday da stipendiata means 💸💸💸

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,b,a,b,a,b,a,b
73,370,"text1: okay,, primo knows the difference between kiss and bite. he so cute asf😭❤

text2: Im gonna save up primo and try pulling zhongli at the last min 😭😭😭

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,b
74,308,"text1: Just gotta say, all of the #ChickFilA related tears are making me sooooo happy! This is some primo saline!

text2: Ok, so Miho have decided to reduce the free stuff that player got when reached AR10 (20 wish and 2500 primo) From what i've read primo will ne longer be given for new player and only 5 wish for them.

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,b,a,a,b
75,72,"text1: what is happeningggggg, my whole tl is filled with impostor sonicfox accnts

text2: 1 impostor vs 6 crewmates hm takdahal ez kill je semua. What a clutch by Reiner

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,b,a,a,b
76,276,"text1: I love watching @Jim_Jordan play baffled when he has to recount a story that involves like 4 people and a couple conversations. I mean, if you get confused by that chain of events, you probably shouldn't be responsible for legislation.

text2: Burst into tears hearing @ABlinken recount his grandfather's Holocaust experience. I'd read it. But it was enormously powerful to hear him tell it in this enormous moment. #BuildBackBetter

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,b
77,29,"text1: got a raise impostor syndrome found dead

text2: my brain chemistry may be hopelessly fucked but at least every day i can get on youtube and watch six among us impostor videos in a row, which is better than zoloft

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,a,a,a,a,b
78,352,"text1: disney+? nah, this is a netflix and youtube primo household

text2: tienes todo por delante primo the world is yours

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,a
79,40,"text1: The impostor syndrome is real 2nite

text2: I'm so sorry to the other impostor in Among Us who I had to report after accidentally locking myself in a room where they just killed. I didn't get the chance to apologize after the game. I'm sorrrryyy!!!

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,b,a,b
80,134,"text1: lost in japan shawn x lotte concert jungkook... we wouldn't be ready for the TASTE

text2: mots:one's my time made 2019 lotte's idol look like a playground game

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,a,a,b
