,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
77,231211,i must say i m starting to feel more than a little paranoid,A,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,a,a,a,a,a,a,a,a,a,a
78,388005,i feel restless i need to get out of my flat,A,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,a,a,d,a,a,a,a,a,a,f
79,260066,i have to admit it makes me feel a little intimidated cause most of these people can really bake and where commenting on what a breeze this dough was to put together,A,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,a,a,a,a,a,a,a,a,a,f
80,278456,i cant even talk to them about my problems because i feel so insecure about my feelings,A,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",a,d,a,a,a,a,a,a,a,a,a,d
81,103,i find myself feeling quite distressed by approaching each meal with concern,A,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,a,a,a,a,a,a,a,a,d,d
82,351352,i feeling veryyyy helpless over mirai s singing skills or lack of it,A,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,a,a,d,d,a,a,a,a,a,d
83,277694,i feel like you are going to get mad at me for saying that but love youuuuuuuuuu,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,e,b,b,a,f,a,e,e
84,58411,i feel pretty mad at you right now,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,b,a,b
85,49534,i also really struggle with blogging at times because in a sense i feel selfish,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,d,b,b,a,a,a,d,d
86,173807,im feeling a bit creatively frustrated,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,d
87,416429,i feel irritated with him a lot and i dont really know why,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
88,82338,i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,c,a,c,a,a,a,a,a,a,d
89,25986,i just feel a little dissatisfied and i feel like my serious lack of patience is part of the issue,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,d,b,b,b,b,a,a,a,a,b
90,83339,i guess you know how i feel angry and disappointed,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,d,b,b,a,a,a,a,b
91,365436,i can t pass by my office without checking email when i stay up until am following the results of the wisconsin supreme court election yes i really did that when i find myself feeling cranky because no one has retweeted that brilliant tweet of mine something is out of whack,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
92,306106,i have a feeling on december im gonna be pretty pissed off that i have to go and buy a whole bunch of christmas gifts and spend a whole bunch of money on stamps to try and get my cards out on time,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,d,b,b,b,b,a,f,a,a,b
93,94033,i am feeling stressed out,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,d,b,a,a,a,a,a,a,a,a,d
94,398355,i feel spiteful now,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,b,a,a,b
95,184334,i see that either the guy doesnt realize how good he has it or abuses the relationship in various ways which enrages me to a point where i get drunk or feel violent physically,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
96,242167,when i was dismissed unjustly from the firm where i worked,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,d,b,b,a,a,a,a,d
97,392422,i am very overwhelmed with sadness you snuggle extra with me and i feel like my cold heart is being warmed,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,d,d,d,d,d,d,a,a,d,d,d
98,101020,i feel utterly disgusted that they would look at me in such a way but the thing continues,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
99,5405,i was not wanting too let go was feeling the need to be stubborn and defiant,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
